mes,descricao,valor
2025-07,2.8.15 Manutenções Elétricas Manutenção de iluminação +,175.0
2025-07,"2.7.3 Material Para Manutenção Elétrica Bucha, cabo pp, centrinho, cinta, led",891.23
2025-07,2.6.2 Água e Esgoto Ref. 06/2025,16258.2
2025-07,2.7.18 Frete 1 tampa artefato de cimento,100.0
2025-07,2.9.10 Encadernações e Materias Graficos Ref. 05/2025 (dif.),32.0
2025-07,2.6.1 Energia Elétrica Ref. 06/2025 (Clube),2602.75
2025-07,2.7.1 Tintas e Materiais para Pintura Fita crepe e empac,86.9
2025-07,2.6.1 Energia Elétrica Ref. 07/2025,491.95
2025-07,2.6.1 Energia Elétrica Ref. 07/2025 (Portaria),2648.16
2025-07,2.8.21 Manutenção das Instalações Manutenção corretiva na estação,3104.0
2025-07,2.12.6 Equipamentos p- Playground e Quadra Rede de vôlei,137.77
2025-07,"2.7.6 Material p- Consertos e Reparos Malathion, fita isolante, pilha, tesoura,",505.43
2025-07,2.8.4 Serviços de Serralheria Fabricação e instalação de suporte,550.0
2025-07,2.10.3 Assessoria Jurídica Ref. 06/2025,4950.0
2025-07,2.5.1 INSS Retido de prestadores de serviços Help Soluções Ambientais Ltda,159.5
2025-07,2.12.2 Maquinas e Equipamentos Colchonete elásticos e colchonete,216.09
2025-07,2.7.10 Aluguel de Caçamba 1 caçamba,340.0
2025-07,2.5.2 PCC Retido FORNECEDOR / PRESTADOR DE SERVIÇOS,1004.4
2025-07,2.5.1 INSS Retido de prestadores de serviços FORNECEDOR / PRESTADOR DE SERVIÇOS,1188.0
2025-07,2.5.2 PCC Retido FORNECEDOR / PRESTADOR DE SERVIÇOS,2490.17
2025-07,2.5.1 INSS Retido de prestadores de serviços FORNECEDOR / PRESTADOR DE SERVIÇOS,2945.36
2025-07,2.10.1 Repasse de Encargos de Cobrança Ref. 06/2025,31.32
2025-07,2.7.6 Material p- Consertos e Reparos Bandeirinhas + frete,54.51
2025-07,2.6.4 Gás Liquefeito de petróleo,115.0
2025-07,2.9.10 Encadernações e Materias Graficos Ref. 06/2025,320.0
2025-07,2.9.9 Cópias e Autenticações Cópias adm,110.0
2025-07,2.8.18 Manutenção e Limpeza da Piscina Ref. 06/2025,600.0
2025-07,"2.7.3 Material Para Manutenção Elétrica Bucha, cano pp, conector, duto, inpol",780.75
2025-07,"2.4.19 Contratos - Manutenção Elétrica Manutenção elétrica, portaria e controle",1280.0
2025-07,2.6.3 Telefone-Internet Período de 05/06/2025 a 04/07/2025,79.98
2025-07,2.9.9 Cópias e Autenticações Cópias adm - boletos e notas 01 a,312.0
2025-07,2.7.3 Material Para Manutenção Elétrica Margir. cs301 e conector,52.39
2025-07,"2.7.3 Material Para Manutenção Elétrica Tv supor., inpol pvc, led refletor,",317.95
2025-07,"2.12.1 Móveis e Utensílios Ventilador de parede, cabo pp e led",386.05
2025-07,2.12.1 Móveis e Utensílios ref. juros,0.13
2025-07,2.8.6 Manutenção de Maquinas e Equipamentos equipamentos fitness,890.0
2025-07,2.4.1 Portaria Vigilância e Controle Acesso Investimento equipamentos ref.,2300.0
2025-07,2.4.3 Limpeza Ref. 06/2025,19407.6
2025-07,2.4.1 Portaria Vigilância e Controle Acesso Ref. 06/2025,48116.48
2025-07,2.8.7 Dedetizações em Geral Controle integrado de pragas,1290.5
2025-07,"2.7.1 Tintas e Materiais para Pintura Rolo, refis, kit pintura, fita crepe e tinta",403.34
2025-07,2.10.2 Honorarios de Cobranças Jurídicas Ref. a prestação de conta 07/2025,2442.7
2025-03,1.1.1 Taxa de Condominio,89079.55
